"","source","target","date_followed","year","month","day"
"415",126325,126632,"2008-06-16 18:44:48","2008","06","16"
"416",112361,72570,"2008-06-16 18:45:00","2008","06","16"
"417",86533,86728,"2008-06-16 18:45:16","2008","06","16"
"418",72275,61739,"2008-06-16 18:45:52","2008","06","16"
"419",72275,33514,"2008-06-16 18:48:22","2008","06","16"
"420",78204,113369,"2008-06-16 18:49:53","2008","06","16"
"421",121558,124441,"2008-06-16 18:50:20","2008","06","16"
"422",83960,42111,"2008-06-16 18:52:00","2008","06","16"
"423",83960,64711,"2008-06-16 18:53:22","2008","06","16"
"424",66448,32995,"2008-06-16 18:55:34","2008","06","16"
"425",98352,76227,"2008-06-16 19:01:51","2008","06","16"
"426",66448,48576,"2008-06-16 19:04:13","2008","06","16"
"427",72275,124702,"2008-06-16 19:04:32","2008","06","16"
"428",126641,125928,"2008-06-16 19:05:40","2008","06","16"
"429",37363,32995,"2008-06-16 19:05:46","2008","06","16"
"430",18757,87003,"2008-06-16 19:10:45","2008","06","16"
"431",72275,64647,"2008-06-16 19:10:57","2008","06","16"
"432",64647,72275,"2008-06-16 19:11:44","2008","06","16"
"433",72275,85723,"2008-06-16 19:12:18","2008","06","16"
"434",66448,33237,"2008-06-16 19:12:24","2008","06","16"
"435",124013,120604,"2008-06-16 19:12:25","2008","06","16"
"436",126095,122903,"2008-06-16 19:13:15","2008","06","16"
"437",287878,19349,"2009-06-30 20:03:56","2009","06","30"
"438",287878,76185,"2009-06-30 20:04:12","2009","06","30"
"439",287878,128458,"2009-06-30 20:04:16","2009","06","30"
"440",287878,34908,"2009-06-30 20:04:28","2009","06","30"
"441",287878,230640,"2009-06-30 20:04:39","2009","06","30"
"442",287878,68037,"2009-06-30 20:04:55","2009","06","30"
"443",287878,43746,"2009-06-30 20:05:03","2009","06","30"
"444",287878,114373,"2009-06-30 20:05:11","2009","06","30"
"445",287878,73237,"2009-06-30 20:05:25","2009","06","30"
"446",287878,189,"2009-06-30 20:05:33","2009","06","30"
"447",302912,272878,"2009-06-30 20:05:57","2009","06","30"
"448",287878,252057,"2009-06-30 20:09:11","2009","06","30"
"449",287878,130068,"2009-06-30 20:09:23","2009","06","30"
"450",287878,210849,"2009-06-30 20:09:33","2009","06","30"
"451",287878,193851,"2009-06-30 20:09:55","2009","06","30"
"452",287878,147278,"2009-06-30 20:10:50","2009","06","30"
"453",287878,44795,"2009-06-30 20:11:06","2009","06","30"
"454",287878,142,"2009-06-30 20:11:43","2009","06","30"
"455",287878,12446,"2009-06-30 20:11:50","2009","06","30"
"456",218306,157129,"2009-06-30 20:14:15","2009","06","30"
"457",136261,269028,"2009-06-30 20:16:46","2009","06","30"
"458",304849,60945,"2009-06-30 20:18:30","2009","06","30"
"459",268330,150311,"2009-06-30 20:21:36","2009","06","30"
"460",251289,318759,"2009-06-30 20:42:08","2009","06","30"
"461",208768,186240,"2009-06-30 20:50:47","2009","06","30"
"462",83960,306857,"2009-06-30 20:54:16","2009","06","30"
"463",147085,264903,"2009-06-30 20:55:33","2009","06","30"
"464",49881,180386,"2009-06-30 20:56:15","2009","06","30"
"465",321845,7925,"2009-06-30 20:58:57","2009","06","30"
"466",147085,321721,"2009-06-30 20:59:40","2009","06","30"
"467",321859,133284,"2009-06-30 21:02:00","2009","06","30"
"468",243624,311695,"2009-06-30 21:02:01","2009","06","30"
"469",300203,317917,"2009-06-30 21:02:11","2009","06","30"
"470",321462,88542,"2009-06-30 21:02:53","2009","06","30"
"471",311620,306435,"2009-06-30 21:02:56","2009","06","30"
"472",321803,321861,"2009-06-30 21:08:54","2009","06","30"
"473",321861,321803,"2009-06-30 21:11:52","2009","06","30"
"474",240838,286929,"2009-06-30 21:14:57","2009","06","30"
"475",240838,304901,"2009-06-30 21:15:12","2009","06","30"
"476",320370,193971,"2009-06-30 21:23:59","2009","06","30"
"477",321337,269922,"2009-06-30 21:30:17","2009","06","30"
"478",299600,111646,"2009-06-30 21:36:00","2009","06","30"
"479",299600,296669,"2009-06-30 21:36:06","2009","06","30"
"480",299600,136261,"2009-06-30 21:36:24","2009","06","30"
"481",299600,269028,"2009-06-30 21:36:45","2009","06","30"
"482",299600,215704,"2009-06-30 21:36:59","2009","06","30"
"483",299600,266493,"2009-06-30 21:37:04","2009","06","30"
"484",299600,7930,"2009-06-30 21:37:13","2009","06","30"
"485",204547,308676,"2009-06-30 21:39:06","2009","06","30"
"486",272535,56460,"2009-06-30 21:43:29","2009","06","30"
"487",299600,270468,"2009-06-30 21:45:37","2009","06","30"
"488",140495,17440,"2009-06-30 21:45:47","2009","06","30"
"489",306435,129473,"2009-06-30 21:47:47","2009","06","30"
"490",306435,246994,"2009-06-30 21:48:57","2009","06","30"
"491",162985,313357,"2009-06-30 21:49:37","2009","06","30"
"492",308667,214633,"2009-06-30 21:51:18","2009","06","30"
"493",321890,298670,"2009-06-30 21:57:14","2009","06","30"
"494",321891,302939,"2009-06-30 21:57:35","2009","06","30"
"495",151403,12888,"2009-06-30 21:57:53","2009","06","30"
"496",151403,198123,"2009-06-30 21:58:38","2009","06","30"
"497",321853,137081,"2009-06-30 22:02:26","2009","06","30"
"498",321853,128820,"2009-06-30 22:03:12","2009","06","30"
"499",106382,51279,"2009-06-30 22:03:28","2009","06","30"
"500",267632,51279,"2009-06-30 22:03:54","2009","06","30"
"501",321853,35025,"2009-06-30 22:04:43","2009","06","30"
"502",302939,321891,"2009-06-30 22:04:46","2009","06","30"
"503",321853,254476,"2009-06-30 22:04:53","2009","06","30"
"504",321853,126816,"2009-06-30 22:05:01","2009","06","30"
"505",223958,292425,"2009-06-30 22:05:04","2009","06","30"
"506",3,200690,"2010-04-01 15:29:39","2010","04","01"
"507",471708,308351,"2010-04-01 15:31:46","2010","04","01"
"508",471708,102679,"2010-04-01 15:32:33","2010","04","01"
"509",467744,293066,"2010-04-01 15:33:54","2010","04","01"
"510",478998,398052,"2010-04-01 15:36:41","2010","04","01"
"511",471879,446891,"2010-04-01 15:36:43","2010","04","01"
"512",372879,338467,"2010-04-01 15:38:00","2010","04","01"
"513",150495,49156,"2010-04-01 15:42:03","2010","04","01"
"514",160590,478538,"2010-04-01 15:43:05","2010","04","01"
"515",476307,478797,"2010-04-01 15:43:21","2010","04","01"
"516",476307,478846,"2010-04-01 15:43:54","2010","04","01"
"517",476307,478856,"2010-04-01 15:44:36","2010","04","01"
"518",348497,436886,"2010-04-01 15:47:08","2010","04","01"
"519",446200,446168,"2010-04-01 15:50:30","2010","04","01"
"520",479845,16529,"2010-04-01 15:51:37","2010","04","01"
"521",476314,354388,"2010-04-01 15:55:35","2010","04","01"
"522",476306,354388,"2010-04-01 15:56:58","2010","04","01"
"523",481454,473614,"2010-04-01 15:58:40","2010","04","01"
"524",454482,104522,"2010-04-01 15:59:16","2010","04","01"
"525",453676,104522,"2010-04-01 15:59:16","2010","04","01"
"526",481454,452857,"2010-04-01 15:59:37","2010","04","01"
"527",481454,480609,"2010-04-01 16:00:35","2010","04","01"
"528",452857,481454,"2010-04-01 16:01:03","2010","04","01"
"529",473614,480609,"2010-04-01 16:01:24","2010","04","01"
"530",481462,480606,"2010-04-01 16:01:59","2010","04","01"
"531",481454,481462,"2010-04-01 16:02:24","2010","04","01"
"532",481462,480609,"2010-04-01 16:02:35","2010","04","01"
"533",473614,481462,"2010-04-01 16:02:55","2010","04","01"
"534",480609,481462,"2010-04-01 16:03:09","2010","04","01"
"535",480609,412248,"2010-04-01 16:04:26","2010","04","01"
"536",480609,473614,"2010-04-01 16:04:39","2010","04","01"
"537",480609,452857,"2010-04-01 16:04:50","2010","04","01"
"538",481462,473614,"2010-04-01 16:06:19","2010","04","01"
"539",368610,481449,"2010-04-01 16:06:31","2010","04","01"
"540",198394,481456,"2010-04-01 16:07:20","2010","04","01"
"541",453676,450578,"2010-04-01 16:07:31","2010","04","01"
"542",473614,286215,"2010-04-01 16:07:52","2010","04","01"
"543",466812,45102,"2010-04-01 16:08:05","2010","04","01"
"544",480609,481455,"2010-04-01 16:08:15","2010","04","01"
"545",481455,480609,"2010-04-01 16:09:17","2010","04","01"
"546",481455,452857,"2010-04-01 16:09:33","2010","04","01"
"547",444730,446219,"2010-04-01 16:10:14","2010","04","01"
"548",444730,444727,"2010-04-01 16:11:03","2010","04","01"
"549",384156,480767,"2010-04-01 16:11:13","2010","04","01"
"550",444730,446220,"2010-04-01 16:11:22","2010","04","01"
"551",466812,478291,"2010-04-01 16:11:39","2010","04","01"
"552",436886,478889,"2010-04-01 16:11:56","2010","04","01"
"553",444730,446217,"2010-04-01 16:12:20","2010","04","01"
"554",436886,348497,"2010-04-01 16:13:39","2010","04","01"
"555",458672,378144,"2010-04-01 16:16:00","2010","04","01"
"556",458672,222324,"2010-04-01 16:16:24","2010","04","01"
"557",458672,448392,"2010-04-01 16:19:01","2010","04","01"
"558",458672,449379,"2010-04-01 16:19:40","2010","04","01"
"559",458672,348962,"2010-04-01 16:20:14","2010","04","01"
"560",458672,398449,"2010-04-01 16:20:26","2010","04","01"
"561",458672,312910,"2010-04-01 16:20:56","2010","04","01"
"562",458672,477915,"2010-04-01 16:22:15","2010","04","01"
"563",458672,415774,"2010-04-01 16:22:40","2010","04","01"
"564",458672,167225,"2010-04-01 16:23:07","2010","04","01"
"565",132838,130640,"2010-04-01 16:23:14","2010","04","01"
"566",458668,458676,"2010-04-01 16:24:07","2010","04","01"
"567",458672,302973,"2010-04-01 16:24:23","2010","04","01"
"568",458672,461241,"2010-04-01 16:25:12","2010","04","01"
"569",436886,449719,"2010-04-01 16:25:30","2010","04","01"
"570",458672,302462,"2010-04-01 16:26:36","2010","04","01"
"571",480898,424626,"2010-04-01 16:31:03","2010","04","01"
"572",253819,393741,"2010-04-01 16:33:02","2010","04","01"
"573",458672,93171,"2010-04-01 16:33:57","2010","04","01"
"574",447140,475758,"2010-04-01 16:34:37","2010","04","01"
"575",447140,424756,"2010-04-01 16:34:48","2010","04","01"
"576",393711,78506,"2010-04-01 16:35:05","2010","04","01"
"577",458672,99411,"2010-04-01 16:36:35","2010","04","01"
"578",458672,106355,"2010-04-01 16:36:50","2010","04","01"
"579",444842,202884,"2010-04-01 16:37:13","2010","04","01"
"580",460227,444842,"2010-04-01 16:37:43","2010","04","01"
"581",476391,326189,"2010-04-01 16:42:33","2010","04","01"
"582",460225,91447,"2010-04-01 16:48:54","2010","04","01"
"583",446200,445394,"2010-04-01 16:50:57","2010","04","01"
"584",480671,354388,"2010-04-01 16:51:47","2010","04","01"
"585",411357,400693,"2010-04-01 16:54:34","2010","04","01"
"586",253819,410622,"2010-04-01 16:54:56","2010","04","01"
"587",405515,475383,"2010-04-01 16:57:42","2010","04","01"
"588",349134,373727,"2010-04-01 17:00:38","2010","04","01"
"589",481493,354388,"2010-04-01 17:00:41","2010","04","01"
"590",405515,478075,"2010-04-01 17:01:18","2010","04","01"
"591",444842,312382,"2010-04-01 17:01:36","2010","04","01"
"592",444842,202903,"2010-04-01 17:03:09","2010","04","01"
"593",328217,401020,"2010-04-01 17:03:12","2010","04","01"
"594",328217,287878,"2010-04-01 17:03:21","2010","04","01"
"595",471720,195638,"2010-04-01 17:07:41","2010","04","01"
"596",457197,76674,"2010-04-01 17:08:17","2010","04","01"
"597",437341,40784,"2010-04-01 17:10:44","2010","04","01"
"598",434177,451785,"2010-04-01 17:11:34","2010","04","01"
"599",434177,421419,"2010-04-01 17:11:42","2010","04","01"
"600",437341,48065,"2010-04-01 17:12:02","2010","04","01"
"601",434177,383039,"2010-04-01 17:12:02","2010","04","01"
"602",434177,143558,"2010-04-01 17:12:13","2010","04","01"
"603",434177,393390,"2010-04-01 17:12:22","2010","04","01"
"604",437341,383039,"2010-04-01 17:12:50","2010","04","01"
"605",434177,135251,"2010-04-01 17:13:15","2010","04","01"
"606",434177,374570,"2010-04-01 17:13:22","2010","04","01"
"607",437341,143558,"2010-04-01 17:13:24","2010","04","01"
"608",434177,427929,"2010-04-01 17:13:33","2010","04","01"
"609",434177,358226,"2010-04-01 17:13:40","2010","04","01"
"610",434177,70317,"2010-04-01 17:13:49","2010","04","01"
"611",437341,383904,"2010-04-01 17:13:55","2010","04","01"
"612",434177,160342,"2010-04-01 17:14:04","2010","04","01"
"613",434177,226347,"2010-04-01 17:14:19","2010","04","01"
"614",434177,28685,"2010-04-01 17:15:26","2010","04","01"
"615",437341,358226,"2010-04-01 17:15:52","2010","04","01"
"616",434177,10944,"2010-04-01 17:16:42","2010","04","01"
"617",253819,40256,"2010-04-01 17:17:06","2010","04","01"
"618",421470,481465,"2010-04-01 17:17:08","2010","04","01"
"619",434177,14828,"2010-04-01 17:17:09","2010","04","01"
"620",437341,211303,"2010-04-01 17:17:13","2010","04","01"
"621",441161,268330,"2010-04-01 17:20:24","2010","04","01"
"622",437661,49156,"2010-04-01 17:26:03","2010","04","01"
"623",472265,481506,"2010-04-01 17:27:07","2010","04","01"
"624",253819,468398,"2010-04-01 17:30:37","2010","04","01"
"625",453735,436886,"2010-04-01 17:36:18","2010","04","01"
"626",481514,456076,"2010-04-01 17:39:13","2010","04","01"
"627",456076,481514,"2010-04-01 17:41:31","2010","04","01"
"628",436886,456076,"2010-04-01 17:41:44","2010","04","01"
"629",436886,481514,"2010-04-01 17:41:50","2010","04","01"
"630",481510,436886,"2010-04-01 17:43:03","2010","04","01"
"631",456076,436886,"2010-04-01 17:43:04","2010","04","01"
"632",456076,446857,"2010-04-01 17:43:19","2010","04","01"
"633",456076,470912,"2010-04-01 17:43:25","2010","04","01"
"634",478889,481514,"2010-04-01 17:43:31","2010","04","01"
"635",456076,440300,"2010-04-01 17:43:32","2010","04","01"
"636",433544,398086,"2010-04-01 17:44:34","2010","04","01"
"637",478889,449719,"2010-04-01 17:44:57","2010","04","01"
"638",239440,315923,"2010-04-01 17:44:58","2010","04","01"
"639",481517,436886,"2010-04-01 17:45:08","2010","04","01"
"640",436886,481510,"2010-04-01 17:45:54","2010","04","01"
"641",435027,380824,"2010-04-01 17:45:58","2010","04","01"
"642",349134,375904,"2010-04-01 17:46:03","2010","04","01"
"643",436886,453735,"2010-04-01 17:46:07","2010","04","01"
"644",349134,371837,"2010-04-01 17:46:09","2010","04","01"
"645",436886,481517,"2010-04-01 17:46:16","2010","04","01"
"646",349134,391437,"2010-04-01 17:46:19","2010","04","01"
"647",431324,431320,"2010-04-01 17:49:24","2010","04","01"
"648",431324,290685,"2010-04-01 17:49:31","2010","04","01"
"649",382983,116529,"2010-04-01 17:50:05","2010","04","01"
"650",444842,470912,"2010-04-01 17:50:16","2010","04","01"
"651",481514,436886,"2010-04-01 17:52:35","2010","04","01"
"652",444842,14782,"2010-04-01 17:53:27","2010","04","01"
"653",431324,437133,"2010-04-01 17:54:14","2010","04","01"
"654",135251,434177,"2010-04-01 17:55:23","2010","04","01"
"655",449211,450578,"2010-04-01 17:55:43","2010","04","01"
"656",476310,478854,"2010-04-01 17:58:4","2010","04","01"
"657",909120,777965,"2011-08-10 01:29:01","2011","08","10"
"658",909120,894645,"2011-08-10 01:30:10","2011","08","10"
"659",909120,880668,"2011-08-10 01:30:31","2011","08","10"
"660",588279,726400,"2011-08-10 01:32:42","2011","08","10"
"661",905293,913759,"2011-08-10 01:34:22","2011","08","10"
"662",913700,910001,"2011-08-10 01:38:35","2011","08","10"
"663",910001,913700,"2011-08-10 01:39:16","2011","08","10"
"664",910001,841681,"2011-08-10 01:41:50","2011","08","10"
"665",913759,778493,"2011-08-10 01:46:50","2011","08","10"
"666",898711,785904,"2011-08-10 01:48:10","2011","08","10"
"667",909909,666057,"2011-08-10 01:48:11","2011","08","10"
"668",913016,901987,"2011-08-10 01:49:00","2011","08","10"
"669",856804,901019,"2011-08-10 01:51:44","2011","08","10"
"670",745883,716167,"2011-08-10 01:54:01","2011","08","10"
"671",745883,912845,"2011-08-10 01:54:28","2011","08","10"
"672",427672,834698,"2011-08-10 01:54:46","2011","08","10"
"673",427672,449803,"2011-08-10 01:58:46","2011","08","10"
"674",599777,782241,"2011-08-10 01:59:25","2011","08","10"
"675",842129,882473,"2011-08-10 01:59:31","2011","08","10"
"676",785904,898711,"2011-08-10 02:02:20","2011","08","10"
"677",912845,745883,"2011-08-10 02:12:36","2011","08","10"
"678",912845,716167,"2011-08-10 02:12:41","2011","08","10"
"679",497765,201058,"2011-08-10 02:21:03","2011","08","10"
"680",913765,616662,"2011-08-10 02:23:05","2011","08","10"
"681",683826,913775,"2011-08-10 02:23:50","2011","08","10"
"682",757500,905293,"2011-08-10 02:28:44","2011","08","10"
"683",757500,913759,"2011-08-10 02:28:55","2011","08","10"
"684",94322,461840,"2011-08-10 02:31:40","2011","08","10"
"685",625491,142202,"2011-08-10 02:32:09","2011","08","10"
"686",863386,404297,"2011-08-10 02:37:47","2011","08","10"
"687",911796,603364,"2011-08-10 02:39:17","2011","08","10"
"688",911796,905631,"2011-08-10 02:39:27","2011","08","10"
"689",911796,450294,"2011-08-10 02:39:31","2011","08","10"
"690",911796,504339,"2011-08-10 02:39:35","2011","08","10"
"691",911796,668037,"2011-08-10 02:39:40","2011","08","10"
"692",911796,813760,"2011-08-10 02:40:00","2011","08","10"
"693",911796,424756,"2011-08-10 02:40:11","2011","08","10"
"694",911796,436630,"2011-08-10 02:40:28","2011","08","10"
"695",911796,448400,"2011-08-10 02:40:38","2011","08","10"
"696",911796,775150,"2011-08-10 02:40:47","2011","08","10"
"697",911796,741513,"2011-08-10 02:40:55","2011","08","10"
"698",706244,348603,"2011-08-10 02:46:34","2011","08","10"
"699",882384,806385,"2011-08-10 02:51:18","2011","08","10"
"700",913813,899199,"2011-08-10 02:52:17","2011","08","10"
"701",636283,910001,"2011-08-10 02:56:52","2011","08","10"
"702",882384,764903,"2011-08-10 02:57:35","2011","08","10"
"703",716951,896910,"2011-08-10 02:58:34","2011","08","10"
"704",899199,913813,"2011-08-10 03:03:31","2011","08","10"
"705",621063,748727,"2011-08-10 03:04:02","2011","08","10"
"706",899199,912018,"2011-08-10 03:04:25","2011","08","10"
"707",723218,911065,"2011-08-10 03:05:10","2011","08","10"
"708",913813,912018,"2011-08-10 03:05:00","2011","08","10"
"709",1286152,348603,"2012-03-29 20:11:48","2012","03","29"
"710",1208026,1152576,"2012-03-29 20:17:34","2012","03","29"
"711",951353,1030816,"2012-03-29 20:23:05","2012","03","29"
"712",1226897,935342,"2012-03-29 20:26:13","2012","03","29"
"713",1016820,1285445,"2012-03-29 20:26:30","2012","03","29"
"714",1226897,949972,"2012-03-29 20:26:34","2012","03","29"
"715",1226897,545305,"2012-03-29 20:26:39","2012","03","29"
"716",1134600,1237668,"2012-03-29 20:27:59","2012","03","29"
"717",1276125,1278714,"2012-03-29 20:28:45","2012","03","29"
"718",1276125,1285651,"2012-03-29 20:29:48","2012","03","29"
"719",1237668,1134600,"2012-03-29 20:31:41","2012","03","29"
"720",1286152,1202285,"2012-03-29 20:32:24","2012","03","29"
"721",1208200,1280875,"2012-03-29 20:32:38","2012","03","29"
"722",1139404,574131,"2012-03-29 20:32:40","2012","03","29"
"723",142459,594229,"2012-03-29 20:33:19","2012","03","29"
"724",1257932,393789,"2012-03-29 20:34:01","2012","03","29"
"725",1010023,486833,"2012-03-29 20:34:05","2012","03","29"
"726",1257932,1144573,"2012-03-29 20:34:11","2012","03","29"
"727",1257932,666553,"2012-03-29 20:34:32","2012","03","29"
"728",1153674,881205,"2012-03-29 20:34:51","2012","03","29"
"729",1208200,911633,"2012-03-29 20:34:57","2012","03","29"
"730",1257932,1241025,"2012-03-29 20:35:02","2012","03","29"
"731",1170365,103700,"2012-03-29 20:35:43","2012","03","29"
"732",1257932,1146216,"2012-03-29 20:35:49","2012","03","29"
"733",1257932,757500,"2012-03-29 20:36:02","2012","03","29"
"734",640131,1253834,"2012-03-29 20:36:32","2012","03","29"
"735",1286152,1256599,"2012-03-29 20:37:09","2012","03","29"
"736",308367,622170,"2012-03-29 20:37:17","2012","03","29"
"737",308367,39526,"2012-03-29 20:37:43","2012","03","29"
"738",1208200,1279430,"2012-03-29 20:39:30","2012","03","29"
"739",1257932,831866,"2012-03-29 20:39:46","2012","03","29"
"740",711457,8191,"2012-03-29 20:39:58","2012","03","29"
"741",1257932,1250562,"2012-03-29 20:40:04","2012","03","29"
"742",1286152,1254019,"2012-03-29 20:41:13","2012","03","29"
"743",1113097,111339,"2012-03-29 20:41:34","2012","03","29"
"744",1257932,293815,"2012-03-29 20:42:00","2012","03","29"
"745",1182716,809340,"2012-03-29 20:42:18","2012","03","29"
"746",1232967,195638,"2012-03-29 20:42:39","2012","03","29"
"747",1208200,445137,"2012-03-29 20:43:15","2012","03","29"
"748",1146216,1257932,"2012-03-29 20:43:40","2012","03","29"
"749",1213134,1283804,"2012-03-29 20:43:54","2012","03","29"
"750",1213134,1250102,"2012-03-29 20:43:59","2012","03","29"
"751",142459,1043803,"2012-03-29 20:45:31","2012","03","29"
"752",1237668,625055,"2012-03-29 20:46:06","2012","03","29"
"753",1177152,1148827,"2012-03-29 20:46:10","2012","03","29"
"754",656771,423364,"2012-03-29 20:48:32","2012","03","29"
"755",913258,430766,"2012-03-29 20:49:10","2012","03","29"
"756",1278440,1286152,"2012-03-29 20:49:31","2012","03","29"
"757",1177152,561981,"2012-03-29 20:51:13","2012","03","29"
"758",1209528,192868,"2012-03-29 20:51:31","2012","03","29"
"759",1097258,190462,"2012-04-01 03:23:51","2012","04","01"
"760",1001140,1177314,"2012-04-01 03:26:31","2012","04","01"
"761",1001140,967455,"2012-04-01 03:26:54","2012","04","01"
"762",1097258,308676,"2012-04-01 03:27:15","2012","04","01"
"763",1128667,904065,"2012-04-01 03:36:06","2012","04","01"
"764",1128667,924681,"2012-04-01 03:36:17","2012","04","01"
"765",1128667,1098995,"2012-04-01 03:36:25","2012","04","01"
"766",1128667,1010023,"2012-04-01 03:36:36","2012","04","01"
"767",1128667,1121703,"2012-04-01 03:36:41","2012","04","01"
"768",1128667,1258212,"2012-04-01 03:36:46","2012","04","01"
"769",1128667,721023,"2012-04-01 03:36:50","2012","04","01"
"770",1128667,764788,"2012-04-01 03:36:58","2012","04","01"
"771",1128667,440437,"2012-04-01 03:37:03","2012","04","01"
"772",1128667,1264173,"2012-04-01 03:37:07","2012","04","01"
"773",1128667,1134810,"2012-04-01 03:37:15","2012","04","01"
"774",1128667,922015,"2012-04-01 03:37:20","2012","04","01"
"775",1128667,396761,"2012-04-01 03:37:25","2012","04","01"
"776",1128667,439809,"2012-04-01 03:37:31","2012","04","01"
"777",1128667,1016820,"2012-04-01 03:37:36","2012","04","01"
"778",1128667,439715,"2012-04-01 03:37:49","2012","04","01"
"779",1128667,172667,"2012-04-01 03:37:55","2012","04","01"
"780",1128667,441072,"2012-04-01 03:38:01","2012","04","01"
"781",1128667,1288087,"2012-04-01 03:38:06","2012","04","01"
"782",1128667,492216,"2012-04-01 03:38:19","2012","04","01"
"783",1128667,213031,"2012-04-01 03:38:30","2012","04","01"
"784",1128667,1061326,"2012-04-01 03:38:37","2012","04","01"
"785",1128667,161947,"2012-04-01 03:38:43","2012","04","01"
"786",1128667,1286582,"2012-04-01 03:38:55","2012","04","01"
"787",1128667,515188,"2012-04-01 03:39:13","2012","04","01"
"788",1128667,268130,"2012-04-01 03:39:19","2012","04","01"
"789",1285706,438962,"2012-04-01 03:39:30","2012","04","01"
"790",1128667,1172517,"2012-04-01 03:39:31","2012","04","01"
"791",1128667,936085,"2012-04-01 03:39:36","2012","04","01"
"792",1128667,1093895,"2012-04-01 03:39:42","2012","04","01"
"793",1128667,1282937,"2012-04-01 03:39:47","2012","04","01"
"794",1128667,425604,"2012-04-01 03:39:54","2012","04","01"
"795",1128667,914452,"2012-04-01 03:39:59","2012","04","01"
